mirnaid,refseqid,genesymbol,duplex,start,end,bindingp,energy,seed,accessibility,au,phylopstem,phylopflank,me,number_of_pairings,binding_region_length,longest_consecutive_pairings,position,validated,TargetScan,miRDB
hsa-miR-496,NM_001244816,FOXP1,(((((..(((((((((......&))))..)))))))))).,6701,6718,0.9615384615384616,-16.6,1,6.952568e-05,0.5,1.1875779636363637,1.5511389699999998,-7.382219742266031,14,17,10,3UTR,,0,0
hsa-miR-496,NM_052945,TNFRSF13C,((.(((......((((((((((&)))))))))).....))))).,2059,2080,0.9692307692307692,-18.4,1,0.0003108974,0.456,-0.44980257,0.21215141500000007,-17.82290929614071,15,21,10,3UTR,,0,0
hsa-miR-496,XM_017021449,ZNF839,.(((((......((((((((((&)).)))))))).))))).,2383,2401,0.9692307692307692,-16.1,1,0.02941262,0.456,0.0,0.0,-16.121120212989716,15,18,8,3UTR,,0,0
hsa-miR-496,NM_001307986,ST8SIA5,.((((..((((((((((..(((&)))))))))))))..)))).,8365,8385,0.9743589743589743,-22.2,1,2.727675e-05,0.529,-1.0779132,-0.23508178499999996,-7.2379701334214825,17,20,13,3UTR,,0,0
hsa-miR-496,NM_152527,SLC16A14,.((((((((((.((((.(((((&)))))..)))))))))))))).,2727,2749,0.9743589743589743,-21.9,1,0.0001305733,0.662,2.3834072600000002,2.5195974850000007,-7.140128146953473,19,22,14,3UTR,,0,1
hsa-miR-496,NM_198220,SNRPB2,.(((((((((((((((..(((.&)))..))))))))).....................)))))).,2183,2225,0.9743589743589743,-19.5,1,0.000378513,0.574,-0.22151861111111104,-0.24030810874999992,-3.793324837357118,18,42,9,3UTR,,0,0
hsa-miR-496,NM_015029,POP1,...((((((((((((((..((.&.))..)))))))))))))).,4086,4122,0.9743589743589743,-22.1,1,2.860229e-06,0.485,-0.4436896537142857,-0.4336170394499999,-6.514540193678739,16,20,14,3UTR,,0,0
hsa-miR-496,NM_003092,SNRPB2,.(((((((((((((((..(((.&)))..))))))))).....................)))))).,2283,2325,0.9743589743589743,-19.5,1,0.000378513,0.574,-0.22151861111111104,-0.24030810874999992,-3.793324837357118,18,42,9,3UTR,,0,0
hsa-miR-496,NM_013305,ST8SIA5,.((((..((((((((((..(((&)))))))))))))..)))).,8257,8277,0.9743589743589743,-22.2,1,2.727675e-05,0.529,-0.41240550000000004,0.044402574999999986,-7.2379701334214825,17,20,13,3UTR,,0,0
hsa-miR-496,NM_014066,COMMD5,((.((.(((((((((((.(((.&)))..))))))))))).)))).,1215,1237,0.9743589743589743,-20.7,1,6.613696e-08,0.485,-0.7455522727272726,-0.17295128537500004,-7.39607268170116,18,22,11,3UTR,,0,0
hsa-miR-496,NM_001354831,ZNF214,(((((.((((.(((((((....&.))))))))))).))))).,2642,2678,0.9743589743589743,-17.9,1,0.01975397,0.662,-0.32060500000000003,0.07662581249999997,-8.663307682805062,16,19,11,3UTR,,0,0
hsa-miR-496,NM_001145860,POP1,...((((((((((((((..((.&.))..)))))))))))))).,4158,4194,0.9743589743589743,-22.1,1,2.860229e-06,0.485,-0.4436896537142857,-0.4336170394499999,-6.514540193678739,16,20,14,3UTR,,0,0
hsa-miR-496,XM_017017385,CEP164,((((.((((...(((((((((.&)))))))))..)))).)))).,5035,5056,0.9743589743589745,-17.0,1,0.0001588592,0.5,0.0,0.0,-15.47069587434902,17,21,9,3UTR,,0,0
hsa-miR-496,NM_001256410,RAB18,((((((.((((((((.......&.)))))))))))))).,3914,3952,1.0,-19.5,1,0.04589674,0.529,0.6267231,-0.07312405999999996,-5.7143100613765965,14,16,14,3UTR,,0,0
hsa-miR-496,NM_001256410,RAB18,(((((((((..((((((.....&))))))..))))))))).,1674,1692,1.0,-17.7,1,0.05114788,0.603,1.47233827,1.1305477637499997,-8.004855389940193,15,18,9,3UTR,,0,0
hsa-miR-496,NM_001256412,RAB18,((((((.((((((((.......&.)))))))))))))).,3635,3673,1.0,-19.5,1,0.04589674,0.529,0.6267231,-0.07312405999999996,-5.7143100613765965,14,16,14,3UTR,,0,0
hsa-miR-496,NM_001256412,RAB18,(((((((((..((((((.....&))))))..))))))))).,1395,1413,1.0,-17.7,1,0.05114788,0.603,1.47233827,1.1305477637499997,-8.004855389940193,15,18,9,3UTR,,0,0
hsa-miR-496,NM_001256415,RAB18,((((((.((((((((.......&.)))))))))))))).,3755,3793,1.0,-19.5,1,0.04589674,0.529,0.6267231,-0.07312405999999996,-5.7143100613765965,14,16,14,3UTR,,0,0
hsa-miR-496,NM_001256415,RAB18,(((((((((..((((((.....&))))))..))))))))).,1515,1533,1.0,-17.7,1,0.05114788,0.603,1.47233827,1.1305477637499997,-8.004855389940193,15,18,9,3UTR,,0,0
hsa-miR-496,NM_001256420,MAPRE2,(((((((.(((.(((((.....&)).)))))).))))))).,2835,2853,1.0,-16.7,1,0.0272072,0.603,0.627,0.34959999999999997,-9.59801268497865,15,18,7,3UTR,,0,0
hsa-miR-496,NM_001256750,PEX5L,.(((((((((.(((((......&))))).)))))).))).,4070,4087,1.0,-18.6,1,5.64554e-05,0.471,0.23147220000000002,-0.053019889999999986,-6.618099312767468,14,17,6,3UTR,,0,0
hsa-miR-496,NM_001256751,PEX5L,.(((((((((.(((((......&))))).)))))).))).,4004,4021,1.0,-18.6,1,5.64554e-05,0.471,-0.0779291,0.030885747500000015,-6.618099312767468,14,17,6,3UTR,,0,0
hsa-miR-496,NM_001256754,PEX5L,..((((((((((((((((((.(&.).)))))))....))))))))))).,8331,8365,1.0,-21.4,1,0.002608339,0.706,3.1803783181818175,3.1779452,-4.95700071937229,19,26,11,3UTR,,0,0
hsa-miR-496,NM_001256754,PEX5L,.(((((((((.(((((......&))))).)))))).))).,3927,3944,1.0,-18.6,1,5.64554e-05,0.471,0.6038032600000001,-0.058263616250000094,-6.618099312767468,14,17,6,3UTR,,0,0
hsa-miR-496,NM_001256755,PEX5L,..((((((((((((((((((.(&.).)))))))....))))))))))).,8136,8170,1.0,-21.4,1,0.002608339,0.706,2.2630330900000004,2.53047337625,-4.95700071937229,19,26,11,3UTR,,0,0
hsa-miR-496,NM_001257160,CEP41,...(((((((...((((.....&))))...))))))).,2352,2367,1.0,-15.1,1,0.01133704,0.559,1.629060857142857,1.385616579875,-13.975248591351688,11,15,7,3UTR,,0,0
hsa-miR-496,NM_001257195,KLHL3,.((((..(((((((((......&))))))))).)))).,4337,4352,1.0,-19.9,1,0.006295366,0.426,0.08235155555555555,0.4619812050000001,-7.2379701334214825,13,15,9,3UTR,,0,0
hsa-miR-496,NM_001257197,CUL3,.((((.....((((((((((((&)))))))))))).......)))).,6234,6258,1.0,-23.0,1,0.0016934,0.574,0.7704034833333332,1.2315231774999997,-11.850501189176057,16,24,12,3UTR,,0,0
hsa-miR-496,NM_001258019,GRIA1,.((((((((..((((((.....&.))))))..)))))))).,3935,3958,1.0,-21.7,1,0.001435414,0.618,0.8240871787500001,0.38952178150000016,-7.8606057810956464,14,18,8,3UTR,,0,0
hsa-miR-496,NM_001258021,GRIA1,.((((((((..((((((.....&.))))))..)))))))).,4013,4036,1.0,-21.7,1,0.001435414,0.618,0.8709834875,0.637287641875,-7.8606057810956464,14,18,8,3UTR,,0,0
hsa-miR-496,NM_001258022,GRIA1,.((((((((..((((((.....&.))))))..)))))))).,4013,4036,1.0,-21.7,1,0.001435414,0.618,0.8709834875,0.637287641875,-7.8606057810956464,14,18,8,3UTR,,0,0
hsa-miR-496,NM_001258023,GRIA1,.((((((((..((((((.....&.))))))..)))))))).,3910,3933,1.0,-21.7,1,0.001435414,0.618,0.8709834875,0.637287641875,-7.8606057810956464,14,18,8,3UTR,,0,0
hsa-miR-496,NM_001258299,SHTN1,(((((.((((((.(((......&.)))..)))))).))))).,1960,1990,1.0,-17.4,1,4.736794e-05,0.627,0.20372966666666667,1.3231766527500004,-7.127663820060954,14,19,6,3UTR,,0,0
hsa-miR-496,NM_001258401,SLC4A8,((((((((((((((((......&))))))))))))).))).,3303,3321,1.0,-24.2,1,6.252442e-05,0.485,4.0026735411764705,3.151418080000001,-3.937574446201665,16,18,13,3UTR,,0,0
hsa-miR-496,NM_001260508,KCNJ3,((((((....((((((..((((&.)))).)))))))))))).,3518,3559,1.0,-18.7,1,0.002557797,0.529,1.4073973000000002,0.9743158262500001,-10.093792036827557,16,19,12,3UTR,,0,0
hsa-miR-496,NM_001265611,MAPKBP1,((((((((((((.(((..((((&))))))).)))))))))))).,4332,4353,1.0,-22.4,1,0.0004506562,0.412,0.17030691666666667,1.2473628125,-5.226705058867908,19,21,12,3UTR,,0,0
hsa-miR-496,NM_001267605,ZNF248,(((((((((.((((((......&)))))).))))))))).,2645,2662,1.0,-17.2,1,0.004942288,0.559,0.48418258888888893,0.93140656875,-5.180080914529843,15,17,9,3UTR,,0,1
hsa-miR-496,NM_001267722,SRP72,(.(((((((((((((.......&))))))))))))).).,2419,2435,1.0,-18.2,1,0.004597222,0.765,0.8386662615384614,-0.010784047500000005,-5.334299408520449,14,16,13,3UTR,,0,0
hsa-miR-496,NM_001271043,NFIX,(((((((..(((((((.(((((&))))).)))))))....))))))).,3227,3252,1.0,-19.0,1,0.01722142,0.485,0.6825872857142856,1.2115736525000007,-7.307599033628058,19,25,7,3UTR,,0,0
hsa-miR-496,NM_001271044,NFIX,(((((((..(((((((.(((((&))))).)))))))....))))))).,3038,3063,1.0,-19.0,1,0.01722142,0.485,0.6825872857142856,1.2115736525000007,-7.307599033628058,19,25,7,3UTR,,0,0
hsa-miR-496,NM_001271507,CCDC177,..((((((((..((((((((..&.))))))))..)))))))).,3195,3220,1.0,-20.2,1,0.009956721,0.529,1.5845991875,0.78900924375,-11.128578504378995,16,20,8,3UTR,,0,0
hsa-miR-496,NM_001271852,CEP57L1,((((((.(((((((((......&))))))))).)))).)).,11308,11326,1.0,-21.5,1,0.004377579,0.632,-0.3346756888888889,0.1355213475,-5.4812609810729835,15,18,9,3UTR,,0,0
hsa-miR-496,NM_001271853,CEP57L1,((((((.(((((((((......&))))))))).)))).)).,11322,11340,1.0,-21.5,1,0.004377579,0.632,-0.3346756888888889,0.1355213475,-5.4812609810729835,15,18,9,3UTR,,0,0
hsa-miR-496,NM_001271893,TWIST2,.(((((.((((((((((..((.&.))..))))))))))...))))).,1261,1312,1.0,-20.2,1,0.000116981,0.456,2.0605469399999996,1.7587422000000004,-5.337011372228436,17,24,10,3UTR,,0,0
hsa-miR-496,NM_001272042,RPS6KB1,.((((((((((.(((((.....&.))))))))))))))).,3629,3678,1.0,-20.8,1,0.01252909,0.691,0.10392906000000002,0.47006715249999986,-7.140128146953473,15,17,15,3UTR,,0,0
hsa-miR-496,NM_001272044,RPS6KB1,.((((((((((.(((((.....&.))))))))))))))).,3827,3876,1.0,-20.8,1,0.01252909,0.691,0.10392906000000002,0.47006715249999986,-7.140128146953473,15,17,15,3UTR,,0,0
hsa-miR-496,NM_001276435,KCNJ15,((((((((.((((((((.....&)))))))))))))))).,3065,3082,1.0,-22.3,1,0.001143788,0.544,0.0,0.0,-4.993964104447428,16,17,16,3UTR,,0,0
hsa-miR-496,NM_001276436,KCNJ15,((((((((.((((((((.....&)))))))))))))))).,3068,3085,1.0,-22.3,1,0.001143788,0.544,0.0,0.0,-4.993964104447428,16,17,16,3UTR,,0,0
hsa-miR-496,NM_001277140,ACTR3,..(((.((((.(((((((((((&)))))))))))..))))))).,3673,3694,1.0,-23.0,1,0.00406719,0.647,0.1643096272727273,-0.14176450974999996,-9.682733955975687,18,21,11,3UTR,,0,0
hsa-miR-496,NM_001277291,ZNF891,..(((.((((((((((((((((&)))))))))))........)))))...))).,13437,13468,1.0,-19.8,1,0.003245056,0.603,0.0,0.0,-6.857959480565336,19,31,11,3UTR,,0,0
hsa-miR-496,NM_001278054,CASP9,((((((..(((((((.......&))))))))))))).,2180,2194,1.0,-17.5,1,0.005826622,0.559,3.5047330142857143,2.4436021212500005,-8.027944990557229,13,14,13,3UTR,,0,0
hsa-miR-496,NM_001278163,HIPK3,..((((..((((((((......&)))))))).)))).,6211,6225,1.0,-18.3,1,0.004314333,0.676,1.0225927875,0.4903813212500001,-8.81432218342424,12,14,8,3UTR,,0,0
hsa-miR-496,NM_001278189,TPM3,(((((.(((((((((.......&))))))))).))))).,1753,1769,1.0,-20.2,1,0.04604552,0.588,1.0457962666666667,0.9679547674999999,-6.071582287698324,14,16,9,3UTR,,0,0
hsa-miR-496,NM_001278190,TPM3,(((((.(((((((((.......&))))))))).))))).,1611,1627,1.0,-20.2,1,0.04604552,0.588,0.14771655555555555,0.41417486249999996,-6.071582287698324,14,16,9,3UTR,,0,0
hsa-miR-496,NM_001278191,TPM3,(((((.(((((((((.......&))))))))).))))).,1534,1550,1.0,-20.2,1,0.04604552,0.588,0.20702333333333334,0.8240289875,-6.071582287698324,14,16,9,3UTR,,0,0
hsa-miR-496,NM_001278196,ZBTB18,.(((((((((((((((..((..&.))..)))))))).))))))).,2647,2685,1.0,-18.3,1,0.0005193873,0.618,3.3209296874999996,3.3666197125000004,-3.793324837357118,17,22,8,3UTR,,0,0
hsa-miR-496,NM_001278234,LMCD1,((((.(((((((((........&))))))))).)))).,5335,5350,1.0,-16.1,1,0.06595775,0.559,0.0,0.0,-9.025110261568384,13,15,9,3UTR,,0,0
hsa-miR-496,NM_001278275,E2F6,(((((((((((((((((..((.&.))..)).)))))))))))).))).,2916,2956,1.0,-19.6,1,0.0002167149,0.529,1.3988626947368423,0.68583930625,-3.937574446201665,19,25,12,3UTR,,0,0
hsa-miR-496,NM_001278277,E2F6,(((((((((((((((((..((.&.))..)).)))))))))))).))).,3049,3089,1.0,-19.6,1,0.0002167149,0.529,1.3988626947368423,0.68583930625,-3.937574446201665,19,25,12,3UTR,,0,0
hsa-miR-496,NM_001278277,E2F6,.(((((((((.((((((.....&)))))))))))).))).,1458,1475,1.0,-17.3,1,0.0006132731,0.529,0.6599886400000001,0.5654392125000001,-6.618099312767468,15,17,12,3UTR,,0,0
hsa-miR-496,NM_001278278,E2F6,.(((((((((.((((((.....&)))))))))))).))).,1199,1216,1.0,-17.3,1,0.0006132731,0.529,0.6216191400000001,0.13243201500000001,-6.618099312767468,15,17,12,3UTR,,0,0
hsa-miR-496,NM_001278618,PTPN1,(((((((((((.((((......&)))))).))))))))).,2707,2724,1.0,-19.4,1,0.0001372795,0.397,-0.7955251333333333,-0.067412675375,-7.284377755798021,15,17,9,3UTR,,0,0
hsa-miR-496,NM_001278657,POLDIP3,.(((((((((..((((..(((.&.)))...))))..))))))))).,2808,2857,1.0,-22.2,1,3.113187e-06,0.485,3.246793888888889,2.5191805062499997,-9.964902622363823,16,23,9,3UTR,,0,0
hsa-miR-496,NM_001278669,NFATC1,(((((((((..((((.......&))))...))))))))).,4292,4309,1.0,-15.2,1,0.05237652,0.603,0.5272476666666667,1.470418913125,-8.237904470243807,13,17,9,3UTR,,0,0
