Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0006805~xenobiotic metabolic process	9	2.132701421800948	3.385868205088966E-5	CYP2C9, CYP2B6, UGT2B15, NR1I2, UGT2B4, AKR7L, CYP3A5, CYP2C18, UGT1A6	269	78	16792	7.2027452101801535	0.04124615277198651	0.008424040094261348	0.008376637939390101
KEGG_PATHWAY	hsa00053:Ascorbate and aldarate metabolism	6	1.4218009478672986	4.6534177121921986E-5	UGT1A10, UGT2B15, UGT2B4, UGT2A1, UGT2B7, UGT1A6	106	27	6879	14.421383647798743	0.007140812392596119	0.0011943772127959978	0.0011555987318610625
REACTOME_PATHWAY	R-HSA-913709:R-HSA-913709	8	1.8957345971563981	5.296391649500222E-5	MUC2, MUCL1, MUC17, A4GNT, GALNTL6, MUC3A, MUC5AC, MUC6	153	59	9075	8.042539049518112	0.014094435689353313	0.008187803903434893	0.008126700889230155
REACTOME_PATHWAY	R-HSA-977068:R-HSA-977068	6	1.4218009478672986	6.110301420473801E-5	MUC2, MUCL1, MUC17, MUC3A, MUC5AC, MUC6	153	26	9075	13.687782805429864	0.01624274863025066	0.008187803903434893	0.008126700889230155
KEGG_PATHWAY	hsa00983:Drug metabolism - other enzymes	7	1.6587677725118484	6.254030912840281E-5	UGT1A10, CYP2A6, UGT2B15, UGT2B4, UGT2A1, UGT2B7, UGT1A6	106	46	6879	9.875512715340443	0.009585274361746499	0.001375886800824862	0.0013312151514474314
UP_KEYWORDS	Serine protease	11	2.6066350710900474	6.278079810542083E-5	PCSK2, PCSK1, F7, PRSS1, PROC, KLK13, KLK14, F2, PRSS2, TMPRSS15, KLK12	315	141	20581	5.097174378025442	0.01791894906881919	0.0016437154413055635	0.001478202428118545
GOTERM_CC_DIRECT	GO:0031090~organelle membrane	9	2.132701421800948	7.173688417712791E-5	CYP2C9, CYP2A6, CYP2B6, CYP4F3, UGT2B15, UGT2B4, CYP3A5, CYP2C18, UGT2B7	290	87	18224	6.500832342449464	0.016152975407170644	0.002714045451368006	0.002606440125102314
KEGG_PATHWAY	hsa04080:Neuroactive ligand-receptor interaction	15	3.5545023696682465	7.19957265560441E-5	GABRP, PRSS1, GRIK5, CHRNA9, HTR2C, F2, GABRG3, PRLR, CRHR2, GABRR1, GLRA3, GRM4, CGA, PRSS2, NTSR1	106	277	6879	3.5142360874599823	0.011026498584610134	0.0013859177362038492	0.0013409204071063215
UP_SEQ_FEATURE	active site:Charge relay system	13	3.080568720379147	7.453157337335531E-5	PCSK2, PCSK1, PRSS1, KLK13, KLK14, CEL, F2, KLK12, TMPRSS15, F7, PROC, NOTUM, PRSS2	309	203	20063	4.158002136241173	0.07410457675273008	0.010552459082544903	0.010429993406538579
UP_SEQ_FEATURE	region of interest:Coil 2	8	1.8957345971563981	8.164378400421588E-5	KRT81, KRT17, KRT13, KRT23, KRT20, KRT75, KRT6B, KRT83	309	68	20063	7.638682657529031	0.08088265024619457	0.010552459082544903	0.010429993406538579
UP_SEQ_FEATURE	region of interest:Linker 12	8	1.8957345971563981	8.164378400421588E-5	KRT81, KRT17, KRT13, KRT23, KRT20, KRT75, KRT6B, KRT83	309	68	20063	7.638682657529031	0.08088265024619457	0.010552459082544903	0.010429993406538579
UP_KEYWORDS	Calcium	30	7.109004739336493	8.306307644824056E-5	PCSK1, PRSS1, PNCK, CALML5, CHRNA9, CALML3, SLC8A2, FSTL5, CALB1, KCNT1, CAPNS2, CLCA2, PRSS2, CHGA, PCDHGA8, FGA, F2, F7, COL2A1, PROC, PADI3, FAT2, CDHR5, DSG3, CDH16, CDH17, PADI1, CDH18, S100A7, UMODL1	315	877	20581	2.235000271488299	0.023639269171897848	0.0019935138347577735	0.0017927780666745254
GOTERM_MF_DIRECT	GO:0016758~transferase activity, transferring hexosyl groups	6	1.4218009478672986	9.828370616407514E-5	UGT2B15, UGT2B4, UGT3A1, UGT2A1, UGT2B7, UGT1A6	268	30	16881	12.59776119402985	0.04166601673387327	0.021278422384522266	0.020737862000619854
UP_KEYWORDS	Sodium	10	2.3696682464454977	1.2211531564970752E-4	SLC13A2, SLC9A4, SLC5A8, SLC5A11, SLC5A12, SLC38A8, SLC13A5, SLC6A2, SLC5A5, SLC8A2	315	124	20581	5.269073220686123	0.03456003419604692	0.002705323915931982	0.002432912827174942
KEGG_PATHWAY	hsa00040:Pentose and glucuronate interconversions	6	1.4218009478672986	1.2720530366636161E-4	UGT1A10, UGT2B15, UGT2B4, UGT2A1, UGT2B7, UGT1A6	106	33	6879	11.799313893653515	0.019400208923540108	0.002176624084957743	0.0021059544718097646
UP_SEQ_FEATURE	region of interest:Coil 1A	8	1.8957345971563981	1.4013021407349998E-4	KRT81, KRT17, KRT13, KRT23, KRT20, KRT75, KRT6B, KRT83	309	74	20063	7.019330009621273	0.1347741036769351	0.013144809197415314	0.012992258220269294
UP_SEQ_FEATURE	region of interest:Coil 1B	8	1.8957345971563981	1.4013021407349998E-4	KRT81, KRT17, KRT13, KRT23, KRT20, KRT75, KRT6B, KRT83	309	74	20063	7.019330009621273	0.1347741036769351	0.013144809197415314	0.012992258220269294
UP_SEQ_FEATURE	region of interest:Linker 1	8	1.8957345971563981	1.4013021407349998E-4	KRT81, KRT17, KRT13, KRT23, KRT20, KRT75, KRT6B, KRT83	309	74	20063	7.019330009621273	0.1347741036769351	0.013144809197415314	0.012992258220269294
UP_SEQ_FEATURE	region of interest:Rod	8	1.8957345971563981	1.525509771460191E-4	KRT81, KRT17, KRT13, KRT23, KRT20, KRT75, KRT6B, KRT83	309	75	20063	6.925738942826322	0.14580620140517075	0.013144809197415314	0.012992258220269294
GOTERM_MF_DIRECT	GO:0005198~structural molecule activity	14	3.3175355450236967	1.6108964121959316E-4	FGB, SPRR2E, FGA, KRT81, CRCT1, KRT13, KRT23, CLDN2, KRT75, KRT83, UPK1B, KRT17, CLDN8, PLAC4	268	247	16881	3.570215723004411	0.06737998506172149	0.023250604882694613	0.022659942864889437
GOTERM_BP_DIRECT	GO:0043623~cellular protein complex assembly	5	1.1848341232227488	1.627460155837643E-4	FGB, FGA, NLRP5, USH1C, ANKS4B	269	18	16792	17.339942172655928	0.18329107424764401	0.03374267389770047	0.033552803546186075
UP_KEYWORDS	Intermediate filament	8	1.8957345971563981	1.7356568987597274E-4	KRT81, KRT17, KRT13, KRT23, KRT20, KRT75, KRT6B, KRT83	315	77	20581	6.788208616780045	0.04876225904794229	0.0035704941917342964	0.0032109652627054955
UP_SEQ_FEATURE	region of interest:Head	8	1.8957345971563981	1.8006838169095255E-4	KRT81, KRT17, KRT13, KRT23, KRT20, KRT75, KRT6B, KRT83	309	77	20063	6.745849619636028	0.16974914392004437	0.01432236205141884	0.014156145083704115
REACTOME_PATHWAY	R-HSA-156588:R-HSA-156588	5	1.1848341232227488	1.9278811310880325E-4	UGT2B15, UGT2B4, UGT2A1, UGT2B7, UGT1A6	153	18	9075	16.4760348583878	0.05035988774407829	0.01722240477105309	0.01709387936231389
UP_SEQ_FEATURE	region of interest:Tail	8	1.8957345971563981	2.114649381505092E-4	KRT81, KRT17, MYO18B, KRT13, KRT20, KRT75, KRT6B, KRT83	309	79	20063	6.575068616607267	0.19624949965197358	0.015618196146259037	0.015436940484987172
UP_SEQ_FEATURE	domain:Peptidase S1	9	2.132701421800948	2.7965865685843625E-4	F7, PRSS1, PROC, KLK13, KLK14, F2, PRSS2, TMPRSS15, KLK12	309	109	20063	5.361093791752026	0.25093371021669075	0.019277803412774873	0.019054076487288126
REACTOME_PATHWAY	R-HSA-211981:R-HSA-211981	5	1.1848341232227488	2.9738510205271025E-4	CYP2C9, CYP2A6, CYP2B6, CYP3A5, CYP2C18	153	20	9075	14.828431372549021	0.07661689018830309	0.019924801837531588	0.019776109286505233
UP_SEQ_FEATURE	topological domain:Extracellular	66	15.639810426540285	3.1777999102233285E-4	RET, KLB, GRIK5, AQP6, HTR2C, FMR1NB, CLDN2, SLC6A2, SLC8A2, GABRR1, UPK1B, GRM4, KCNT1, DUOXA2, SLC39A5, UGT2A1, PCDHGA8, EPHA5, SLC15A1, SLC30A8, ABCC2, SHISA3, HTR3B, GABRG3, PRLR, ADAM2, SLC9A4, SLC5A8, SLC7A9, CLDN8, ADGRB1, CDHR5, DSG3, CDH16, CDH17, CNTNAP5, CDH18, CNGB1, SLC5A11, CHRNA9, GDPD2, SLC5A12, SLC3A1, SLC5A5, DLL3, CRHR2, GJC3, GLRA3, SLITRK2, SLITRK1, HAS1, CLCA2, OR51B5, UGT3A1, TAS1R1, KCNJ1, NTSR1, GABRP, LRRC26, MUC17, FER1L6, TMPRSS15, CLEC2A, FXYD4, FAT2, UMODL1	309	2787	20063	1.537603505875058	0.2798666674922846	0.02053653191981826	0.02029819692655151
KEGG_PATHWAY	hsa04974:Protein digestion and absorption	8	1.8957345971563981	3.637033997344072E-4	SLC15A1, PRSS1, COL2A1, CPB1, SLC7A9, SLC3A1, PRSS2, SLC8A2	106	88	6879	5.899656946826758	0.05448025843314375	0.005601032355909871	0.005419180656042667
GOTERM_BP_DIRECT	GO:0016266~O-glycan processing	7	1.6587677725118484	3.8003395501451587E-4	MUC2, MUCL1, MUC17, A4GNT, MUC3A, MUC5AC, MUC6	269	60	16792	7.282775712515489	0.3767777583620031	0.06753746286257968	0.06715742890756517
KEGG_PATHWAY	hsa00860:Porphyrin and chlorophyll metabolism	6	1.4218009478672986	4.0888472567101957E-4	UGT1A10, UGT2B15, UGT2B4, UGT2A1, UGT2B7, UGT1A6	106	42	6879	9.27088948787062	0.061038803248380735	0.0057243861593942735	0.005538529465907447
GOTERM_MF_DIRECT	GO:0001972~retinoic acid binding	5	1.1848341232227488	4.274956285317566E-4	UGT1A10, UGT2B15, UGT2B4, UGT2B7, UGT1A6	268	23	16881	13.69321868916288	0.1690163707267801	0.046276401788562654	0.04510078881010032
UP_KEYWORDS	Sodium transport	9	2.132701421800948	4.342183595879112E-4	SLC13A2, SLC9A4, SLC5A8, SLC5A11, SLC5A12, SLC38A8, SLC13A5, SLC5A5, SLC8A2	315	117	20581	5.025885225885226	0.1175754997750047	0.008336992504087894	0.007497503675551266
GOTERM_CC_DIRECT	GO:0043195~terminal bouton	7	1.6587677725118484	4.40681636938917E-4	CALCA, CALB1, KCNC2, GRIK5, CPLX2, NTSR1, CNGB1	290	62	18224	7.094994438264738	0.09521395699085533	0.014290675940733452	0.013724085264669129
UP_KEYWORDS	Zymogen	12	2.843601895734597	4.7000134413706704E-4	PCSK2, PCSK1, F7, CASP14, PRSS1, CPB1, PROC, KLK14, F2, PGC, PRSS2, TMPRSS15	315	214	20581	3.6637294170004457	0.12662669849832286	0.008460024194467206	0.007608146758218773
GOTERM_BP_DIRECT	GO:0007586~digestion	7	1.6587677725118484	4.956282451040375E-4	SLC15A1, PRSS1, TFF2, TFF1, CLPSL2, PGC, PRSS2	269	63	16792	6.935976869062371	0.4602851746219382	0.07707019211367783	0.07663651739921179
COG_ONTOLOGY	Secondary metabolites biosynthesis, transport, and catabolism	6	1.4218009478672986	5.39855024593941E-4	CYP2C9, CYP2A6, CYP2B6, CYP4F3, CYP3A5, CYP2C18	23	66	2026	8.007905138339922	0.00592240181354764	0.0053985502459394106	0.0053985502459394106
UP_KEYWORDS	Pyrrolidone carboxylic acid	8	1.8957345971563981	5.557975932544817E-4	FGB, CHGA, PRB4, AZGP1, ORM1, NTS, ORM2, KNG1	315	93	20581	5.620344768731866	0.14795352585806887	0.009415865109252396	0.008467739803112398
UP_KEYWORDS	Amidation	6	1.4218009478672986	5.93298961177082E-4	CHGA, CALCA, CALCB, TAC4, TAC3, SPX	315	45	20581	8.711534391534393	0.1571116803424789	0.009492783378833311	0.008536912830270235
KEGG_PATHWAY	hsa04610:Complement and coagulation cascades	7	1.6587677725118484	6.028208551696903E-4	FGB, FGA, F7, PROC, F2, C8A, KNG1	106	69	6879	6.583675143560296	0.08868111468473583	0.007736200974677692	0.007485025618356987
GOTERM_MF_DIRECT	GO:0005179~hormone activity	8	1.8957345971563981	7.26386720726189E-4	INSL6, CALCA, TTR, UTS2, INHA, CGA, AMH, GPHA2	268	94	16881	5.360749444268022	0.2699481638808169	0.06133999962102549	0.059781708637581414
GOTERM_BP_DIRECT	GO:0042738~exogenous drug catabolic process	4	0.9478672985781991	7.949051377154834E-4	CYP2C9, CYP2A6, CYP2B6, NR1I2	269	12	16792	20.807930607187114	0.6281464650384008	0.1098735545908957	0.10925529503933923
GOTERM_CC_DIRECT	GO:0016324~apical plasma membrane	14	3.3175355450236967	7.979207883765122E-4	SLC14A2, ABCC2, KCNC2, MUC17, AQP6, SLC5A12, MUC3A, TF, SLC9A4, UPK1B, SLC5A8, SLC7A9, CDHR5, ATP6V1B1	290	291	18224	3.023296599123119	0.1657317789298487	0.022641002370183533	0.02174334148325996
UP_KEYWORDS	Blood coagulation	6	1.4218009478672986	8.011093281787103E-4	FGB, FGA, F7, PROC, F2, KNG1	315	48	20581	8.167063492063493	0.2061112585473137	0.011535974325773428	0.010374365799914298
UP_KEYWORDS	Hemostasis	6	1.4218009478672986	8.011093281787103E-4	FGB, FGA, F7, PROC, F2, KNG1	315	48	20581	8.167063492063493	0.2061112585473137	0.011535974325773428	0.010374365799914298
GOTERM_MF_DIRECT	GO:0019825~oxygen binding	6	1.4218009478672986	8.499769000603993E-4	CYP2C9, CYP2B6, CYP4F3, ALB, CYP3A5, CYP2C18	268	47	16881	8.041124166402032	0.30801880539660964	0.06133999962102549	0.059781708637581414
GOTERM_MF_DIRECT	GO:0005509~calcium ion binding	24	5.687203791469194	0.0010641337555558623	PCDHGA8, RET, CALML5, REG4, CALML3, ANXA10, F2, DLL3, F7, FSTL5, PROC, CALB1, CAPNS2, PADI3, FAT2, CDHR5, DSG3, CDH16, PRSS2, CDH17, PADI1, CDH18, S100A7, UMODL1	268	717	16881	2.1084119153188032	0.36935694037771327	0.06582427373652691	0.06415206354922484
GOTERM_BP_DIRECT	GO:0006810~transport	15	3.5545023696682465	0.0014609419902264099	SLC13A2, SLC15A1, ABCC2, AQP6, SLC6A2, SLC5A5, GABRR1, TTR, OBP2B, FABP7, ALB, CLCA2, CNGA3, CDH17, CNGB1	269	348	16792	2.6906806819638507	0.8377700810064521	0.18174118358416538	0.1807185241910069
GOTERM_CC_DIRECT	GO:0043204~perikaryon	8	1.8957345971563981	0.001501230948594141	PCSK2, GLRA3, KCNC2, GRIK5, NEURL1, CNGA3, NTSR1, SLC8A2	290	106	18224	4.742745608327912	0.28896631682479534	0.037494286892656964	0.036007729262551615
GOTERM_MF_DIRECT	GO:0005102~receptor binding	15	3.5545023696682465	0.0015374371843415746	FGB, FGA, CALCA, PIPOX, GFRA1, F2, KNG1, F7, APOF, TAC4, UTS2, TAC3, LBP, INHA, AMH	268	353	16881	2.6765781573717815	0.4863548234112246	0.07439345803385432	0.07250355494292497
GOTERM_MF_DIRECT	GO:0008392~arachidonic acid epoxygenase activity	4	0.9478672985781991	0.0015462843471239925	CYP2C9, CYP2A6, CYP2B6, CYP2C18	268	15	16881	16.797014925373134	0.48832176922754167	0.07439345803385432	0.07250355494292497
UP_KEYWORDS	Gamma-carboxyglutamic acid	4	0.9478672985781991	0.0016998272360302274	F7, PROC, TTR, F2	315	16	20581	16.334126984126986	0.38735326107533674	0.022916925419056742	0.020609318345610056
GOTERM_MF_DIRECT	GO:0005230~extracellular ligand-gated ion channel activity	5	1.1848341232227488	0.0017451535966286258	GABRP, GABRR1, GLRA3, HTR3B, GABRG3	268	33	16881	9.543758480325645	0.5306054656059104	0.0755651507340195	0.07364548177772802
UP_KEYWORDS	Symport	8	1.8957345971563981	0.0017505984695112787	SLC13A2, SLC15A1, SLC5A8, SLC5A11, SLC5A12, SLC13A5, SLC6A2, SLC5A5	315	113	20581	4.62559348223065	0.39626153307813183	0.022916925419056742	0.020609318345610056
GOTERM_CC_DIRECT	GO:0031093~platelet alpha granule lumen	6	1.4218009478672986	0.00176331922746935	FGB, FGA, ORM1, ALB, ORM2, KNG1	290	55	18224	6.855423197492162	0.33009996886392334	0.037494286892656964	0.036007729262551615
GOTERM_CC_DIRECT	GO:0005887~integral component of plasma membrane	38	9.004739336492891	0.0018169037701287515	RET, KLB, KCNC2, SLC5A11, CHRNA9, AQP6, SLC5A12, HTR2C, SLC3A1, SLC6A2, SLC5A5, SLC8A2, CRHR2, GABRR1, UPK1B, GLRA3, GRM4, HAS1, CLCA2, SLC39A5, CNGA3, SLC13A5, IFITM5, NTSR1, EPHA5, SLC13A2, SLC15A1, SLC14A2, ABCC2, HTR3B, CEL, ADAM2, SLC5A8, FXYD4, SLC7A9, ADGRB1, SLC28A2, CNGB1	290	1415	18224	1.6876130132813454	0.33821350461463706	0.037494286892656964	0.036007729262551615
EC_NUMBER	1.14.13.-	4	0.9478672985781991	0.0019052166760880982	CYP2C9, CYP2A6, CYP2B6, CYP4F3	65	17	4250	15.384615384615385	0.11320650472815175	0.06001432529677509	0.06001432529677509
UP_KEYWORDS	Serine protease inhibitor	7	1.6587677725118484	0.002033305265564542	SPINK4, SPINK1, AMBP, ITIH6, A2ML1, PI3, WFDC5	315	86	20581	5.318087855297158	0.44355562497233625	0.025460518107938614	0.022896785381792017
GOTERM_MF_DIRECT	GO:0016705~oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	6	1.4218009478672986	0.002041191717382744	CYP2C9, CYP2A6, CYP2B6, CYP4F3, CYP3A5, CYP2C18	268	57	16881	6.630400628436763	0.5871782108335775	0.07957772026037231	0.07755611535768386
GOTERM_MF_DIRECT	GO:0004497~monooxygenase activity	6	1.4218009478672986	0.0022053871665692094	CYP2C9, CYP2B6, PAH, CYP4F3, CYP3A5, CYP2C18	268	58	16881	6.516083376222336	0.6155675514575911	0.07957772026037231	0.07755611535768386
UP_KEYWORDS	Monooxygenase	7	1.6587677725118484	0.0022851955671230827	CYP2C9, CYP2A6, CYP2B6, PAH, CYP4F3, CYP3A5, CYP2C18	315	88	20581	5.197222222222223	0.48257436053629166	0.02742234680547699	0.024661068828536598
GOTERM_BP_DIRECT	GO:0008544~epidermis development	7	1.6587677725118484	0.0023845088348003847	SPRR2E, CASP14, KRT17, CALML5, BNC1, KRT83, S100A7	269	85	16792	5.140782855893287	0.9486900835041493	0.2696662718628799	0.26814885714982506
GOTERM_MF_DIRECT	GO:0015276~ligand-gated ion channel activity	5	1.1848341232227488	0.0024207613069606587	GRIK5, CHRNA9, CLCA2, CNGA3, CNGB1	268	36	16881	8.74844527363184	0.6498733754858583	0.0806299727626127	0.07858163627210753
GOTERM_BP_DIRECT	GO:0019373~epoxygenase P450 pathway	4	0.9478672985781991	0.0027467902329615396	CYP2C9, CYP2A6, CYP2B6, CYP2C18	269	18	16792	13.871953738124741	0.9673434085630264	0.2847505874836796	0.28314829318111867
UP_KEYWORDS	Protease inhibitor	8	1.8957345971563981	0.002962299095820073	SPINK4, SPINK1, AMBP, ITIH6, A2ML1, PI3, WFDC5, KNG1	315	124	20581	4.215258576548899	0.574465082369882	0.03412568558384724	0.030689418632695954
UP_SEQ_FEATURE	topological domain:Cytoplasmic	73	17.298578199052134	0.0033619625228995175	RET, KLB, KCNC2, GRIK5, AQP6, HTR2C, FMR1NB, CLDN2, SLC6A2, SLC8A2, GABRR1, UPK1B, GRM4, KCNT1, DUOXA2, SLC39A5, UGT2A1, PCDHGA8, EPHA5, SLC15A1, SLC30A8, ABCC2, G6PC, SLC30A2, SHISA3, HTR3B, GABRG3, PRLR, ADAM2, SLC9A4, SLC5A8, SLC7A9, CLDN8, ADGRB1, CDHR5, DSG3, CDH16, CDH17, CNTNAP5, CDH18, CNGB1, SLC5A11, CHRNA9, GDPD2, SLC5A12, SLC3A1, SLC5A5, DLL3, CRHR2, GJC3, GLRA3, SLITRK2, SLITRK1, HAS1, CLCA2, OR51B5, SPTSSB, UGT3A1, TAS1R1, KCNJ1, B4GALNT2, NTSR1, GABRP, LRRC26, MUC17, FER1L6, TMPRSS15, CLEC2A, FXYD4, A4GNT, FAT2, GALNTL6, UMODL1	309	3456	20063	1.3714706565384154	0.9691543115165847	0.20448642639282946	0.20211327637666512
UP_KEYWORDS	Glycosyltransferase	11	2.6066350710900474	0.003534297336203582	UGT1A10, A4GNT, HAS1, UGT2B15, UGT2B4, UGT3A1, GALNTL6, UGT2A1, B4GALNT2, UGT2B7, UGT1A6	315	236	20581	3.0453457089050313	0.6392898758435253	0.038772915956857584	0.03486869872509067
GOTERM_MF_DIRECT	GO:0030197~extracellular matrix constituent, lubricant activity	3	0.7109004739336493	0.00358484644883439	MUC17, MUC3A, MUC5AC	268	6	16881	31.494402985074622	0.7888164139993737	0.11087417945323505	0.10805751438629375
UP_KEYWORDS	Ion channel	14	3.3175355450236967	0.0036453291217385976	GABRP, LRRC26, KCNC2, GRIK5, CHRNA9, HTR3B, GABRG3, GABRR1, GLRA3, KCNT1, FXYD4, CNGA3, KCNJ1, CNGB1	315	359	20581	2.547941813679975	0.6506821349657037	0.038772915956857584	0.03486869872509067
UP_KEYWORDS	Tumor antigen	5	1.1848341232227488	0.003769589051361154	MAGEA12, MAGEC3, MAGEC1, MAGEC2, MAGEA10	315	42	20581	7.7781557067271345	0.6630069645142296	0.038772915956857584	0.03486869872509067
GOTERM_BP_DIRECT	GO:0006811~ion transport	8	1.8957345971563981	0.004293305303057448	GABRP, LRRC26, SLC9A4, SLC15A1, SLC5A8, HTR3B, SLC5A5, SLC8A2	269	127	16792	3.9322073588385096	0.995263087443027	0.41083629207718964	0.40852451229862025
GOTERM_MF_DIRECT	GO:0004867~serine-type endopeptidase inhibitor activity	7	1.6587677725118484	0.004404732539478885	SPINK4, SPINK1, AMBP, ITIH6, A2ML1, PI3, WFDC5	268	97	16881	4.545583935990152	0.8521359526500253	0.12714994597295715	0.1239198087773393
GOTERM_BP_DIRECT	GO:0010468~regulation of gene expression	7	1.6587677725118484	0.005335106908315924	COL2A1, G6PC, DUX4L9, INSM1, F2, ASCL1, UMODL1	269	100	16792	4.369665427509294	0.9987119688022189	0.4668019169541037	0.4641752180644906
UP_SEQ_FEATURE	repeat:15	6	1.4218009478672986	0.005607092558630412	PRB4, MUC2, MUC17, PRG4, CEL, MUC3A	309	74	20063	5.264497507215953	0.996997848452878	0.32209631697910257	0.31835825527334893
REACTOME_PATHWAY	R-HSA-140875:R-HSA-140875	4	0.9478672985781991	0.005616469799462669	FGB, FGA, PROC, F2	153	22	9075	10.784313725490197	0.7789699899584386	0.27657380837671425	0.27450982473211194
GOTERM_BP_DIRECT	GO:0008152~metabolic process	9	2.132701421800948	0.005628640477742408	PCSK1, UGT1A10, UGT2B15, GSTA1, UGT2B4, UGT3A1, UGT2A1, UGT2B7, UGT1A6	269	168	16792	3.3441317047265	0.9991077899439493	0.4668019169541037	0.4641752180644906
GOTERM_BP_DIRECT	GO:0002576~platelet degranulation	7	1.6587677725118484	0.006152344482643384	FGB, FGA, TF, ORM1, ALB, ORM2, KNG1	269	103	16792	4.242393618941062	0.9995367098770144	0.4783447835255231	0.47565313281436666
UP_SEQ_FEATURE	repeat:1	11	2.6066350710900474	0.006585346909739486	SPRR2E, PRB4, DDC, MUC2, MUCL1, MUC17, CDHR5, GFRA1, PRG4, CEL, MUC3A	309	257	20063	2.7790538073111457	0.9989138990778658	0.33587349736297095	0.3319755457494742
UP_KEYWORDS	Differentiation	20	4.739336492890995	0.00707576996547223	PIWIL3, BEX1, CITED1, BNC1, USH1C, ASCL1, CPLX2, DLL3, TDRD1, RIMS1, CASP14, BOLL, FGF9, RFX6, ZIC1, SOHLH2, CDHR5, ANKS4B, INSM1, AMH	315	667	20581	1.9591156802551106	0.8706282866588422	0.0702697155191725	0.06319394555370027
UP_SEQ_FEATURE	repeat:2	11	2.6066350710900474	0.007118373558225323	SPRR2E, PRB4, DDC, MUC2, MUCL1, MUC17, CDHR5, GFRA1, CEL, MUC3A, MUC6	309	260	20063	2.7469878018421707	0.9993761349312879	0.33587349736297095	0.3319755457494742
REACTOME_PATHWAY	R-HSA-174800:R-HSA-174800	4	0.9478672985781991	0.007203600824426796	MTTP, ANGPTL3, APOC3, APOB	153	24	9075	9.88562091503268	0.8559438472603254	0.27657380837671425	0.27450982473211194
KEGG_PATHWAY	hsa01100:Metabolic pathways	30	7.109004739336493	0.007527323459214276	UGT1A10, DDC, GDA, GLDC, PIK3C2G, CYP2C18, CYP3A5, FTCD, MTMR7, ACMSD, CYP2B6, UGT2A1, PCK1, UGT1A6, CBR1, G6PC, UGT2B15, CYP4F3, PIPOX, AKR1C4, CEL, COX7B2, CYP2C9, CYP2A6, PAH, UGT2B4, GALNTL6, ALDOB, UGT2B7, ATP6V1B1	106	1219	6879	1.5971179593542495	0.6876380592281477	0.08916983174761527	0.08627470734022516
GOTERM_MF_DIRECT	GO:0004252~serine-type endopeptidase activity	11	2.6066350710900474	0.007562307939826836	PCSK2, PCSK1, F7, PRSS1, PROC, KLK13, KLK14, F2, PRSS2, TMPRSS15, KLK12	268	255	16881	2.7171641791044774	0.9626313598715543	0.19799371860632806	0.19296385508515115
UP_KEYWORDS	Ligand-gated ion channel	6	1.4218009478672986	0.00757956936772087	GLRA3, GRIK5, CHRNA9, CNGA3, HTR3B, CNGB1	315	80	20581	4.9002380952380955	0.8882209139246506	0.0713284504744477	0.06414607178084013
UP_SEQ_FEATURE	domain:Cadherin 3	7	1.6587677725118484	0.007671489833097871	PCDHGA8, FAT2, CDHR5, DSG3, CDH16, CDH17, CDH18	309	112	20063	4.058050161812298	0.9996491677221263	0.33587349736297095	0.3319755457494742
UP_SEQ_FEATURE	domain:Cadherin 4	7	1.6587677725118484	0.007671489833097871	PCDHGA8, FAT2, CDHR5, DSG3, CDH16, CDH17, CDH18	309	112	20063	4.058050161812298	0.9996491677221263	0.33587349736297095	0.3319755457494742
UP_KEYWORDS	Disease mutation	55	13.033175355450238	0.00767771515523569	RET, PCSK1, PRSS1, GLDC, SLC6A2, FTCD, RIMS1, KCNT1, FGF9, ZIC1, SLC39A5, CNGA3, AMH, KRT6B, IFITM5, FGB, FGA, MYBPC1, SPINK1, ABCC2, G6PC, SLC30A2, KRT75, F2, PRLR, F7, COL2A1, MYCN, RFX6, SLC7A9, ALDOB, ATP6V1B1, CNGB1, KRT81, DDC, MTTP, SLC3A1, SLC5A5, KRT83, DLL3, CPN1, TTR, TAC3, SLC38A8, APOB, KCNJ1, TFAP2B, KRT13, APOC3, VAX1, TF, PROC, KRT17, PAH, ALB	315	2550	20581	1.4092187986305633	0.8913598328736241	0.0713284504744477	0.06414607178084013
UP_SEQ_FEATURE	repeat:14	6	1.4218009478672986	0.007770551017368333	PRB4, MUC2, MUC17, PRG4, CEL, MUC3A	309	80	20063	4.869660194174757	0.9996835447556195	0.33587349736297095	0.3319755457494742
GOTERM_MF_DIRECT	GO:0008395~steroid hydroxylase activity	4	0.9478672985781991	0.007773425441818885	CYP2C9, CYP2A6, CYP2B6, CYP2C18	268	26	16881	9.690585533869115	0.9659199690886968	0.19799371860632806	0.19296385508515115
GOTERM_CC_DIRECT	GO:0016323~basolateral plasma membrane	9	2.132701421800948	0.008134031748774346	SLC9A4, KCNC2, CLDN8, MTTP, SLC39A5, CDH16, CDH17, ATP6V1B1, SLC8A2	290	180	18224	3.1420689655172414	0.8433867077878239	0.15386876724764806	0.1477682434360673
UP_SEQ_FEATURE	repeat:3	10	2.3696682464454977	0.00815605477579584	SPRR2E, PRB4, MUC2, MUCL1, MUC17, CDHR5, GFRA1, PRG4, CEL, MUC3A	309	225	20063	2.885724559510967	0.999788175142169	0.33587349736297095	0.3319755457494742
