File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
d8863b85-353d-403a-a95e-165d4156702a	15d9df59-6840-4f24-81f2-008e43af911b.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-34-2596	TCGA-34-2596-01A	Primary Tumor
5ae57a46-8d61-4148-8b15-076df83e68fb	51412836-0476-4887-875c-66facccdaacd.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-85-8351	TCGA-85-8351-01A	Primary Tumor
ee1f09ca-af2a-462e-a52a-b1f12366e47b	38fb101c-4fa7-475b-bafb-43e4df784977.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-NC-A5HI	TCGA-NC-A5HI-01A	Primary Tumor
7b62307f-30f3-4215-9836-17437791eb14	2fec727f-b73d-4ae0-8b3c-5e85483e39d8.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-22-5474	TCGA-22-5474-01A	Primary Tumor
a21851a7-c174-46d0-9dab-f2d787b9f108	bbc51e77-8f08-4815-9006-ee7ca1aaf112.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-39-5024	TCGA-39-5024-01A	Primary Tumor
31e19abf-7f8e-402b-9890-12f5615e26b1	b6760763-3cba-4227-a3d0-110f8a901ef1.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-63-7023	TCGA-63-7023-01A	Primary Tumor
1732c0d9-042e-4991-a2fd-91fb578471b8	c17b3f1c-06e7-4c0b-b4c6-3585caa69999.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-J1-A4AH	TCGA-J1-A4AH-01A	Primary Tumor
a20d7931-ac9f-4956-8c80-eb41930a5c46	9709486c-fbd8-455f-a650-fbb8017d7f27.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-85-8355	TCGA-85-8355-01A	Primary Tumor
09596f6c-8833-4399-8c67-9e34cc732a34	bb3ae979-88ff-4b50-8f67-7aefd1ff06dc.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-96-7545	TCGA-96-7545-01A	Primary Tumor
2cfcea2e-47af-405b-871d-0db4c30872f2	54151ad4-f3aa-4903-af6a-9c478abab8e0.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-85-8353	TCGA-85-8353-01A	Primary Tumor
9a54baa6-12b6-4b1e-949e-e57810db7ac8	29b6e624-9539-4abc-b80f-b5c7b65948fc.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-22-5483	TCGA-22-5483-11A	Solid Tissue Normal
8d5f0411-85bc-4438-8def-6114e362776a	7b775f53-89eb-4acd-899f-2c5fc398ca9a.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-58-A46K	TCGA-58-A46K-01A	Primary Tumor
3cb90ebf-d0b4-4a34-ae5b-d19b250fc6c8	790e54f3-e786-4f54-a34a-23e640af778d.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-77-A5G7	TCGA-77-A5G7-01B	Primary Tumor
be6ffbd6-0167-43c0-8f42-4da1052ca32e	7fa15877-d125-40ea-b4da-16c00f7b92d0.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-77-8139	TCGA-77-8139-01A	Primary Tumor
a0f7ff0e-ceac-49c4-98d4-09e39ac93457	50f781b5-212b-4a3b-b22f-007c7a06ba3c.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-21-1075	TCGA-21-1075-01A	Primary Tumor
1cea3f08-471a-465e-93d4-c5fecfec05b4	88b3eb4d-02ae-4903-89f5-9ee294ee732e.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-18-3419	TCGA-18-3419-01A	Primary Tumor
001a2541-a9d3-4811-97bf-d8fcd89b4c66	d20acb1e-7d44-4a0f-9ad4-2cc39c8fb151.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-56-6546	TCGA-56-6546-01A	Primary Tumor
daa44ce1-1671-46b9-aa48-2f4155f0ee49	a998a5b1-397d-4497-a58c-9b9e1c7f491e.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-56-7579	TCGA-56-7579-01A	Primary Tumor
82689e3c-ffd6-474d-80db-1f4e7d52ccb5	1731040e-8598-4766-b768-505805c0d92b.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-66-2765	TCGA-66-2765-01A	Primary Tumor
c10c8c19-c687-4f06-8437-a0aba10ce7df	d23a059b-5f83-4044-9694-94e641d763ed.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-66-2778	TCGA-66-2778-01A	Primary Tumor
5d0f90b0-4714-4103-aca7-dc9fbbe93758	11af37ac-3bdb-49b9-bb6a-1eb570a8297e.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-56-8503	TCGA-56-8503-01A	Primary Tumor
d9295296-874c-4a6f-b1d7-f7e9ec783466	3534ddc7-f786-47c4-aa7a-d3b4dc8824d9.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-NC-A5HE	TCGA-NC-A5HE-01A	Primary Tumor
94a2c73d-9a28-40da-af95-79de2371c35e	cd961e28-af13-4780-a068-35ff5548a3d2.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-22-5472	TCGA-22-5472-11A	Solid Tissue Normal
779bce79-5e70-4e84-9886-0a3d3fa9de05	9aad580b-806d-4bb7-bbfd-5c74e074c788.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-LA-A446	TCGA-LA-A446-01A	Primary Tumor
f31c9f3f-2dda-421d-8b1c-f21c6aeb7f3b	ed40cd5e-1f3b-4c90-a372-6ac03b1d5b81.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-51-6867	TCGA-51-6867-01A	Primary Tumor
1307f326-90ee-4a6a-86a4-d9b48b60c09f	f6779498-3873-4e06-949e-63d41b0bbf59.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-96-A4JK	TCGA-96-A4JK-01A	Primary Tumor
12aa0ca8-5466-4677-a304-0584d1e806d5	84f524b2-4e5b-46bf-aa8a-81779ab29f90.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-43-6647	TCGA-43-6647-11A	Solid Tissue Normal
58c0f434-7268-4bef-893a-242430dfcd7f	88cf0020-b8b7-4d6e-a5e9-313ee7dcf479.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-77-7338	TCGA-77-7338-01A	Primary Tumor
04d7ee0b-95ce-4af2-8140-547e9c6bd187	a0cb35f5-0d64-4fb9-9747-acf4cfc88012.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-85-7843	TCGA-85-7843-01A	Primary Tumor
fb031baf-4921-4902-a227-316153babe35	1478af8e-0b7a-4d1e-abde-273b4f59fa64.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-77-8150	TCGA-77-8150-01A	Primary Tumor
21528deb-04a0-4529-868a-0a10cf2d1be4	dc674030-76f0-412d-8491-586a928803fb.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-46-3767	TCGA-46-3767-01A	Primary Tumor
abd131d3-5d70-45c7-b0f9-a974b61fb703	7efc881a-e8c9-4245-a71d-ec0497927f8c.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-92-8064	TCGA-92-8064-01A	Primary Tumor
fcd55b3d-34c8-44b5-9a11-dc83f8fb0843	66296054-e223-420f-8b59-0e1298d65938.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-39-5034	TCGA-39-5034-01A	Primary Tumor
a13550e4-5d4f-424a-a887-b729de6b681c	a13a7cfe-e4dd-4d78-83f9-0179332d9efd.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-22-5473	TCGA-22-5473-01A	Primary Tumor
d5b31b71-5dad-4283-bd0c-5f6328509970	2b72861d-7b1b-4b7b-8b9d-1e2fb596bfc7.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-66-2767	TCGA-66-2767-01A	Primary Tumor
fc61a0c0-4794-41e9-8571-7cef62731a6e	b0546d5c-875e-4086-9155-7ac41b92ba52.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-37-4133	TCGA-37-4133-01A	Primary Tumor
d8807a85-d638-4d0a-83a4-5adf6121865f	4bd701ae-82cf-44b4-9f62-0421cca599dc.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-56-A49D	TCGA-56-A49D-01A	Primary Tumor
3c26b8b2-dabc-4b72-9770-ea4435901a12	b2192c25-6689-497e-ae44-49fc4fc80e97.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-60-2723	TCGA-60-2723-01A	Primary Tumor
bacfcc02-a06d-49ce-b6f4-570b13c3d735	8c2b36f9-705e-4e54-a067-8e947462433d.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-94-8035	TCGA-94-8035-01A	Primary Tumor
8fe01c0f-d50a-40d9-90c9-31fbbcaf7804	c60f9638-1b5b-4bd5-90f6-c903b8679f2b.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-18-3421	TCGA-18-3421-01A	Primary Tumor
619a6d0a-703f-4674-8889-0ac1c3ac7b30	cea0635c-ac68-4712-937e-56ba8abca332.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-22-4599	TCGA-22-4599-01A	Primary Tumor
82f9f43a-1f04-40d1-b21a-d21f15c6914f	5ac8c94d-2de4-48ce-87cd-f007fdc9ba54.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-63-A5MS	TCGA-63-A5MS-01A	Primary Tumor
d8ddaaee-a398-433c-93aa-35489d22c9e9	f29ec34d-6066-425a-bccf-1dae2afb43a8.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-56-8201	TCGA-56-8201-01A	Primary Tumor
c01f72c7-a0a8-46d1-b6cc-09ab20e2e087	6b34f95d-8875-4a62-b90e-9cf9d92c8055.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-22-1016	TCGA-22-1016-01A	Primary Tumor
1a05dade-259f-4cd7-9d6b-76ab0448e944	97b0d130-7cc6-45e6-9b74-6a43903f5ef4.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-85-8288	TCGA-85-8288-01A	Primary Tumor
98b2ce85-73f4-4243-9b9b-33dcc70299d3	01c43c5e-8c81-41f0-88f8-94710f5cf1ae.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-22-4613	TCGA-22-4613-01A	Primary Tumor
eb75e8f3-bca3-4439-ae63-8432be83063b	641aef1d-9cc4-4c76-aaf1-08da75d1e003.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-56-A62T	TCGA-56-A62T-01A	Primary Tumor
734185ee-8a8b-464b-a0a3-ad2daa0bb29c	d4ab2d5f-6980-4974-8f65-5e260bb6fb7d.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-18-3411	TCGA-18-3411-01A	Primary Tumor
7520a09f-6692-4681-8500-cdd710b78382	cfffb137-1ebf-4c5b-9f38-ac28c191c132.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-60-2721	TCGA-60-2721-01A	Primary Tumor
c7a4ec19-0ec5-4de6-89a8-022dba8ed6c4	d146cc22-0cb0-4adf-b507-95c343419dc1.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-66-2771	TCGA-66-2771-01A	Primary Tumor
cb18611b-297c-4026-ae66-5a2da22ea95c	62ff3cee-843e-4192-a4a6-8489cc2d0508.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-58-8387	TCGA-58-8387-01A	Primary Tumor
917f39cb-cd29-41d5-9b72-cc4d14aac2a0	5774022a-7bf2-4fdd-a4a5-f9aa33c2174d.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-22-5491	TCGA-22-5491-11A	Solid Tissue Normal
33441b33-8476-4e17-8ade-9ee764c6d270	e3863ab8-9fcd-49f7-aae2-7ac7a8ef0016.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-77-8148	TCGA-77-8148-01A	Primary Tumor
455acdc1-63f1-40ad-b78b-2da3813129a3	2bdd8011-dd68-4077-9354-eae6431b44b6.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-46-3768	TCGA-46-3768-01A	Primary Tumor
d588cd9f-718d-4e00-9cbf-4ebc10cf275e	fc2fcb44-c5cb-4b1a-822d-552f32866fe3.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-56-7730	TCGA-56-7730-11A	Solid Tissue Normal
27df57a6-7977-4f23-ad2f-ced3347f774d	e2954828-68af-490a-ac7d-16140c82a0ea.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-85-A4QQ	TCGA-85-A4QQ-01A	Primary Tumor
49a4de48-3054-492c-9315-ddaad2583173	d1b9c517-43bc-47c3-b533-a21c1f2d5fff.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-43-7658	TCGA-43-7658-01A	Primary Tumor
574abc9e-aeb3-4e64-bc64-d21d619401fe	00068002-f4f0-4610-bfe6-67169c760d21.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-56-7823	TCGA-56-7823-01B	Primary Tumor
5a813010-2b61-4718-a280-ed0b7e6e9632	f02160f8-a586-4d1f-a516-9d8872fea0d9.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-77-8138	TCGA-77-8138-01A	Primary Tumor
110335bd-9920-403f-891d-e31a415c5539	c4eed366-ce28-4606-8afb-396097541b36.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-22-5489	TCGA-22-5489-01A	Primary Tumor
769da001-03d8-45e9-9efb-0c343eab573e	85a24ab5-29e0-4718-b1e9-cf5b47166655.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-56-7822	TCGA-56-7822-01A	Primary Tumor
0813779f-3768-431a-ba86-53ddedfabc09	ac60c53a-5c3b-4a23-86a5-e52906ee9ff8.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-77-A5G8	TCGA-77-A5G8-01B	Primary Tumor
385779e8-6818-40b4-8133-fb1a9e7d9b9a	962e3a62-1076-47d2-9b42-d95503e967be.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-18-5592	TCGA-18-5592-01A	Primary Tumor
b0dadf35-e16a-4783-8b04-f65fca4477c6	f67f1243-3126-4dea-98bf-186ad3b3e164.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-56-7731	TCGA-56-7731-11A	Solid Tissue Normal
648e7849-9594-4614-90a0-fb5a911c4aaa	1b5c1647-d213-43f4-961c-ef74b269a152.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-22-4595	TCGA-22-4595-01A	Primary Tumor
82c847db-6ac1-4d6c-9075-ec8b739ee1b1	911f9fce-80fe-4d73-b886-5a51389f181d.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-37-3783	TCGA-37-3783-01A	Primary Tumor
9de964ce-b27f-43c3-b2e9-1ec06ba12dac	c6c74f6e-8b1c-4b35-9763-0e2e47dbca83.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-77-7139	TCGA-77-7139-01A	Primary Tumor
a8c856ca-319b-4822-8b0f-5d35aebeef45	dbd0690c-07e4-4aa1-bff6-f6b2f3b6e501.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-98-A53D	TCGA-98-A53D-01A	Primary Tumor
31afa2b8-59df-4353-acfb-dc4fd191fb8c	513de6b7-faa2-4611-9f68-1334204ef397.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-66-2758	TCGA-66-2758-01A	Primary Tumor
8724dd25-556c-46d4-aa9a-204c9e4e9643	b358749a-e4f8-4537-b8a2-b788b5705859.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-33-6738	TCGA-33-6738-01A	Primary Tumor
2417a92c-2376-4919-8ed4-8ba514b53ef7	201a8b9d-39be-4a4c-9053-055e022481af.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-98-8021	TCGA-98-8021-01A	Primary Tumor
2b58ae8d-17fd-42a4-b13b-f3ef4c8c2f92	971ad289-437b-4c53-8d7c-6b6e9000aab5.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-56-1622	TCGA-56-1622-01A	Primary Tumor
792a1fdc-097c-4b41-b4ce-f28e75fe32fc	441be21d-a413-4872-bf8b-16ef9579a9d9.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-90-7769	TCGA-90-7769-01A	Primary Tumor
90ad4cb4-cf80-430d-907e-62a573d4e321	1ca28f55-cd20-463f-b419-dba7924e195a.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-85-8664	TCGA-85-8664-01A	Primary Tumor
3d09918a-9b2f-4e4b-b379-6e091c77425c	ffae8b64-70e0-4d15-819f-7d8dd0a51db0.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-85-7844	TCGA-85-7844-01A	Primary Tumor
a8cfcea7-b428-4dfa-9054-96d4cfd3eedb	13c9e1cd-0deb-44a2-9e7b-21210568c0cb.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-98-A53H	TCGA-98-A53H-01A	Primary Tumor
8639ec7c-351d-4d0a-8038-ec15689ed5c2	8a677c7e-9e03-4510-9c7e-b52311f144d9.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-37-A5EM	TCGA-37-A5EM-01A	Primary Tumor
a914d04c-816e-47c3-825b-6b17fe1ba1ce	6a4a1e31-bdb9-465b-9e42-4ec02e9b152e.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-63-A5MU	TCGA-63-A5MU-01A	Primary Tumor
91a3a180-1b7f-4060-9fe9-2bd22a5e66dd	0b4a2460-8f70-4f60-85b3-95d0012d38c8.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-39-5016	TCGA-39-5016-01A	Primary Tumor
17d600ad-9043-4280-bf76-25b20e58c08f	fe819208-ff01-49e0-a04a-5fb467351305.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-33-4582	TCGA-33-4582-01A	Primary Tumor
1f90f21e-4569-433e-baed-92c0144881c8	54e1ee85-dbfa-499a-9bdd-6935a7661970.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-43-5668	TCGA-43-5668-01A	Primary Tumor
1b6720b3-d16c-47d3-b372-dbbe40042b67	f2b50fcc-e5ec-4328-a932-2c06476760cf.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-43-5670	TCGA-43-5670-01A	Primary Tumor
f8e9f0f3-3284-4d60-84da-849049bc6d22	38ddef7b-90ed-45a4-b542-927e63b93f99.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-21-1082	TCGA-21-1082-01A	Primary Tumor
dd15ef77-1420-4a8f-8e2f-57d2824620d7	7afc9c3c-fad7-4266-a7e4-0628e03e1eef.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-68-8250	TCGA-68-8250-01A	Primary Tumor
bee45f00-581a-4a56-a59e-f6b4ba9e0e54	378d4b61-b44c-4aed-86e9-be63913aaf66.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-22-4609	TCGA-22-4609-11A	Solid Tissue Normal
9281ada1-dd5d-48e7-b976-90701eaaaa65	14a7070c-a557-4091-a6d7-f5900636aa57.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-22-4594	TCGA-22-4594-01A	Primary Tumor
c4cdbc17-d915-47ec-abb7-c7893f0f408f	462c9f10-874a-4115-8392-489138e9ee82.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-77-A5GF	TCGA-77-A5GF-01A	Primary Tumor
abd567d7-1ebb-4087-9bde-5ba8851c0210	c9ad1adf-993c-465b-866c-c5c2c5fa9f06.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-60-2711	TCGA-60-2711-01A	Primary Tumor
77a76a42-032b-449d-b82c-0acb724c2449	f69d848c-f9cb-4871-9c25-35c43cbbf4e6.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-33-4566	TCGA-33-4566-01A	Primary Tumor
f3d5d3e0-34e9-4e0f-9d50-f7200a7556af	e432ae12-e368-4264-a129-b9a6481af513.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-43-2576	TCGA-43-2576-01A	Primary Tumor
db28ccbc-8144-47be-86f9-39cf5ddcf522	6ad85b23-1f2d-411e-b65e-fefa28732508.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-37-4135	TCGA-37-4135-01A	Primary Tumor
1e5fce83-8550-4629-a02e-07a7c8b28ec6	ac4cd473-92f1-43ae-b9ef-2239755ef6a7.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-60-2715	TCGA-60-2715-01A	Primary Tumor
8f1acf7f-7fee-4fe2-b37c-472a2ed69510	fb97b7ac-e36e-4b49-aa22-1ed7b5a0dd4b.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-85-A5B5	TCGA-85-A5B5-01A	Primary Tumor
